edinet_code,sec_code,filer_name,field,value,precision,source,source_url,source_qid,query,retrieved_at,notes,error
E00892,4612,日本ペイントホールディングス株式会社,date_of_establishment,1881,year,wikidata,https://www.wikidata.org/wiki/Q3661655,Q3661655,,2026-08-15T07:57:14Z,Wikidata P571,
E00893,4613,関西ペイント株式会社,date_of_establishment,1987,year,wikidata,https://www.wikidata.org/wiki/Q11656239,Q11656239,,2026-08-15T07:57:14Z,Wikidata P571,
E00895,4615,神東塗料株式会社,date_of_establishment,1933-04-17,date,wikidata,https://www.wikidata.org/wiki/Q11590352,Q11590352,,2026-08-15T07:57:14Z,Wikidata P571,
E00896,4616,川上塗料株式会社,date_of_establishment,1945-01-20,date,wikidata,https://www.wikidata.org/wiki/Q17228189,Q17228189,,2026-08-15T07:57:14Z,Wikidata P571,
E00897,4617,中国塗料株式会社,date_of_establishment,1917,year,wikidata,https://www.wikidata.org/wiki/Q30264042,Q30264042,,2026-08-15T07:57:14Z,Wikidata P571,
E00898,4095,日本パーカライジング株式会社,date_of_establishment,1928-07-12,date,wikidata,https://www.wikidata.org/wiki/Q11506781,Q11506781,,2026-08-15T07:57:14Z,Wikidata P571,
E00899,4119,株式会社日本ピグメントホールディングス,date_of_establishment,1949-07-11,date,wikidata,https://www.wikidata.org/wiki/Q124748765,Q124748765,,2026-08-15T07:57:14Z,Wikidata P571,
E00900,4619,日本特殊塗料株式会社,date_of_establishment,1929-06-01,date,wikidata,https://www.wikidata.org/wiki/Q17213269,Q17213269,,2026-08-15T07:57:14Z,Wikidata P571,
E00901,4631,ＤＩＣ株式会社,date_of_establishment,1908,year,wikidata,https://www.wikidata.org/wiki/Q15731340,Q15731340,,2026-08-15T07:57:14Z,Wikidata P571,
E00902,4116,大日精化工業株式会社,date_of_establishment,1931,year,wikidata,https://www.wikidata.org/wiki/Q11435754,Q11435754,,2026-08-15T07:57:14Z,Wikidata P571,
E00903,4634,ａｒｔｉｅｎｃｅ株式会社,date_of_establishment,1907-01-15,date,wikidata,https://www.wikidata.org/wiki/Q11527588,Q11527588,,2026-08-15T07:57:14Z,Wikidata P571,
E00905,4633,サカタインクス株式会社,date_of_establishment,1920-09-05,date,wikidata,https://www.wikidata.org/wiki/Q11304398,Q11304398,,2026-08-15T07:57:14Z,Wikidata P571,
E00906,4120,スガイ化学工業株式会社,date_of_establishment,1952-04-14,date,wikidata,https://www.wikidata.org/wiki/Q11311369,Q11311369,,2026-08-15T07:57:14Z,Wikidata P571,
E00909,4623,株式会社アサヒペン,date_of_establishment,1947-09-19,date,wikidata,https://www.wikidata.org/wiki/Q11283180,Q11283180,,2026-08-15T07:57:14Z,Wikidata P571,
E00910,4624,イサム塗料株式会社,date_of_establishment,1947-07-12,date,wikidata,https://www.wikidata.org/wiki/Q11286504,Q11286504,,2026-08-15T07:57:14Z,Wikidata P571,
E00912,7953,菊水化学工業株式会社,date_of_establishment,1959-05-21,date,wikidata,https://www.wikidata.org/wiki/Q11619687,Q11619687,,2026-08-15T07:57:14Z,Wikidata P571,
E00913,4626,太陽ホールディングス株式会社,date_of_establishment,1953,year,wikipedia,https://ja.wikipedia.org/wiki/%E5%A4%AA%E9%99%BD%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,太陽ホールディングス,2026-08-15T07:57:17Z,Wikipedia infobox 設立,
E00915,4627,ナトコ株式会社,date_of_establishment,1948-11-01,date,wikidata,https://www.wikidata.org/wiki/Q11323914,Q11323914,,2026-08-15T07:57:14Z,Wikidata P571,
E00916,4628,エスケー化研株式会社,date_of_establishment,1958-04-17,date,wikidata,https://www.wikidata.org/wiki/Q11290028,Q11290028,,2026-08-15T07:57:14Z,Wikidata P571,
E00919,4502,武田薬品工業株式会社,date_of_establishment,1781-08-01,date,wikidata,https://www.wikidata.org/wiki/Q899133,Q899133,,2026-08-15T07:57:14Z,Wikidata P571,
E00920,4503,アステラス製薬株式会社,date_of_establishment,2005-04-01,date,wikidata,https://www.wikidata.org/wiki/Q528842,Q528842,,2026-08-15T07:57:14Z,Wikidata P571,
E00922,4506,住友ファーマ株式会社,date_of_establishment,1897-05-14,date,wikidata,https://www.wikidata.org/wiki/Q1087980,Q1087980,,2026-08-15T07:57:14Z,Wikidata P571,
E00923,4507,塩野義製薬株式会社,date_of_establishment,1919-06-05,date,wikidata,https://www.wikidata.org/wiki/Q3482319,Q3482319,,2026-08-15T07:57:14Z,Wikidata P571,
E00926,8841,株式会社テーオーシー,date_of_establishment,1926-04-03,date,wikidata,https://www.wikidata.org/wiki/Q11319897,Q11319897,,2026-08-15T07:57:14Z,Wikidata P571,
E00928,4512,わかもと製薬株式会社,date_of_establishment,1933-01-15,date,wikidata,https://www.wikidata.org/wiki/Q11281687,Q11281687,,2026-08-15T07:57:14Z,Wikidata P571,
E00931,4516,日本新薬株式会社,date_of_establishment,1919-09-29,date,wikidata,https://www.wikidata.org/wiki/Q11508222,Q11508222,,2026-08-15T07:57:14Z,Wikidata P571,
E00932,4519,中外製薬株式会社,date_of_establishment,1925,year,wikidata,https://www.wikidata.org/wiki/Q750619,Q750619,,2026-08-15T07:57:14Z,Wikidata P571,
E00935,4521,科研製薬株式会社,date_of_establishment,1948-03-01,date,wikidata,https://www.wikidata.org/wiki/Q11595949,Q11595949,,2026-08-15T07:57:14Z,Wikidata P571,
E00937,4997,日本農薬株式会社,date_of_establishment,1928,year,wikidata,https://www.wikidata.org/wiki/Q8653738,Q8653738,,2026-08-15T07:57:14Z,Wikidata P571,
E00939,4523,エーザイ株式会社,date_of_establishment,1936,year,wikidata,https://www.wikidata.org/wiki/Q903384,Q903384,,2026-08-15T07:57:14Z,Wikidata P571,
E00941,4524,森下仁丹株式会社,date_of_establishment,1936-11-28,date,wikidata,https://www.wikidata.org/wiki/Q11539166,Q11539166,,2026-08-15T07:57:14Z,Wikidata P571,
E00942,4527,ロート製薬株式会社,date_of_establishment,1899,year,wikidata,https://www.wikidata.org/wiki/Q7359845,Q7359845,,2026-08-15T07:57:14Z,Wikidata P571,
E00945,4528,小野薬品工業株式会社,date_of_establishment,1947-07-04,date,wikidata,https://www.wikidata.org/wiki/Q11464265,Q11464265,,2026-08-15T07:57:14Z,Wikidata P571,
E00947,4534,持田製薬株式会社,date_of_establishment,1913,year,wikidata,https://www.wikidata.org/wiki/Q6887578,Q6887578,,2026-08-15T07:57:14Z,Wikidata P571,
E00948,4559,ゼリア新薬工業株式会社,date_of_establishment,1955-12,month,wikidata,https://www.wikidata.org/wiki/Q11314982,Q11314982,,2026-08-15T07:57:14Z,Wikidata P571,
E00949,4536,参天製薬株式会社,date_of_establishment,1890,year,wikidata,https://www.wikidata.org/wiki/Q16927590,Q16927590,,2026-08-15T07:57:14Z,Wikidata P571,
E00952,4526,理研ビタミン株式会社,date_of_establishment,1949-08-27,date,wikidata,https://www.wikidata.org/wiki/Q11573579,Q11573579,,2026-08-15T07:57:14Z,Wikidata P571,
E00953,4538,扶桑薬品工業株式会社,date_of_establishment,1937-03-25,date,wikidata,https://www.wikidata.org/wiki/Q11497301,Q11497301,,2026-08-15T07:57:14Z,Wikidata P571,
E00957,4539,日本ケミファ株式会社,date_of_establishment,1950-06-16,date,wikidata,https://www.wikidata.org/wiki/Q11506426,Q11506426,,2026-08-15T07:57:14Z,Wikidata P571,
E00961,4549,栄研化学株式会社,date_of_establishment,1939-02-20,date,wikidata,https://www.wikidata.org/wiki/Q11535735,Q11535735,,2026-08-15T07:57:14Z,Wikidata P571,
E00962,4547,キッセイ薬品工業株式会社,date_of_establishment,1946-08-09,date,wikidata,https://www.wikidata.org/wiki/Q11296797,Q11296797,,2026-08-15T07:57:14Z,Wikidata P571,
E00967,4544,Ｈ．Ｕ．グループホールディングス株式会社,date_of_establishment,1950-12-18,date,wikidata,https://www.wikidata.org/wiki/Q11279358,Q11279358,,2026-08-15T07:57:14Z,Wikidata P571,
E00970,4548,生化学工業株式会社,date_of_establishment,1947-06-02,date,wikidata,https://www.wikidata.org/wiki/Q11574430,Q11574430,,2026-08-15T07:57:14Z,Wikidata P571,
E00973,4552,ＪＣＲファーマ株式会社,date_of_establishment,1975-09-13,date,wikidata,https://www.wikidata.org/wiki/Q11506425,Q11506425,,2026-08-15T07:57:14Z,Wikidata P571,
E00974,4553,東和薬品株式会社,date_of_establishment,1957-04-19,date,wikidata,https://www.wikidata.org/wiki/Q11526360,Q11526360,,2026-08-15T07:57:14Z,Wikidata P571,
E00975,4554,富士製薬工業株式会社,date_of_establishment,1965-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11456139,Q11456139,,2026-08-15T07:57:14Z,Wikidata P571,
E00981,4565,ネクセラファーマ株式会社,date_of_establishment,1990-06,month,wikidata,https://www.wikidata.org/wiki/Q28685940,Q28685940,,2026-08-15T07:57:14Z,Wikidata P571,
E00984,4568,第一三共株式会社,date_of_establishment,2005,year,wikidata,https://www.wikidata.org/wiki/Q669441,Q669441,,2026-08-15T07:57:14Z,Wikidata P571,
E00985,4569,杏林製薬株式会社,date_of_establishment,1958-10-31,date,wikidata,https://www.wikidata.org/wiki/Q11297589,Q11297589,,2026-08-15T07:57:14Z,Wikidata P571,
E00986,4570,株式会社免疫生物研究所,date_of_establishment,1982-09-09,date,wikidata,https://www.wikidata.org/wiki/Q11388615,Q11388615,,2026-08-15T07:57:14Z,Wikidata P571,
E00987,4572,カルナバイオサイエンス株式会社,date_of_establishment,2003-04-10,date,wikidata,https://www.wikidata.org/wiki/Q11295126,Q11295126,,2026-08-15T07:57:14Z,Wikidata P571,
E00988,4901,富士フイルムホールディングス株式会社,date_of_establishment,2006-10-02,date,wikidata,https://www.wikidata.org/wiki/Q164740,Q164740,,2026-08-15T07:57:14Z,Wikidata P571,
E00989,4902,コニカミノルタ株式会社,date_of_establishment,2003,year,wikidata,https://www.wikidata.org/wiki/Q118911,Q118911,,2026-08-15T07:57:14Z,Wikidata P571,
E00990,4911,株式会社資生堂,date_of_establishment,1872-09-17,date,wikidata,https://www.wikidata.org/wiki/Q728185,Q728185,,2026-08-15T07:57:14Z,Wikidata P571,
E00991,4912,ライオン株式会社,date_of_establishment,1918,year,wikidata,https://www.wikidata.org/wiki/Q1131297,Q1131297,,2026-08-15T07:57:14Z,Wikidata P571,
E00993,4914,高砂香料工業株式会社,date_of_establishment,1920,year,wikidata,https://www.wikidata.org/wiki/Q611119,Q611119,,2026-08-15T07:57:14Z,Wikidata P571,
E00994,3553,共和レザー株式会社,date_of_establishment,1935-08-01,date,wikidata,https://www.wikidata.org/wiki/Q11392672,Q11392672,,2026-08-15T07:57:14Z,Wikidata P571,
E00995,7971,東リ株式会社,date_of_establishment,1919-12-01,date,wikidata,https://www.wikidata.org/wiki/Q11523845,Q11523845,,2026-08-15T07:57:14Z,Wikidata P571,
E00996,3551,ダイニック株式会社,date_of_establishment,1919-08-18,date,wikidata,https://www.wikidata.org/wiki/Q11316894,Q11316894,,2026-08-15T07:57:14Z,Wikidata P571,
E01000,4218,ニチバン株式会社,date_of_establishment,1934-12-01,date,wikidata,https://www.wikidata.org/wiki/Q11324399,Q11324399,,2026-08-15T07:57:14Z,Wikidata P571,
E01001,4992,北興化学工業株式会社,date_of_establishment,1950,year,wikidata,https://www.wikidata.org/wiki/Q11403957,Q11403957,,2026-08-15T07:57:14Z,Wikidata P571,
E01002,4208,ＵＢＥ株式会社,date_of_establishment,1942,year,wikidata,https://www.wikidata.org/wiki/Q260121,Q260121,,2026-08-15T07:57:14Z,Wikidata P571,
E01005,5010,日本精蝋株式会社,date_of_establishment,1951-12-10,date,wikidata,https://www.wikidata.org/wiki/Q11508804,Q11508804,,2026-08-15T07:57:14Z,Wikidata P571,
E01006,4361,川口化学工業株式会社,date_of_establishment,1937-01-11,date,wikidata,https://www.wikidata.org/wiki/Q11477942,Q11477942,,2026-08-15T07:57:14Z,Wikidata P571,
E01007,4998,フマキラー株式会社,date_of_establishment,1950-12-25,date,wikidata,https://www.wikidata.org/wiki/Q11333395,Q11333395,,2026-08-15T07:57:14Z,Wikidata P571,
E01008,4212,積水樹脂株式会社,date_of_establishment,1941-09-03,date,wikidata,https://www.wikidata.org/wiki/Q11597151,Q11597151,,2026-08-15T07:57:14Z,Wikidata P571,
E01009,4995,サンケイ化学株式会社,date_of_establishment,1941-12-24,date,wikidata,https://www.wikidata.org/wiki/Q11305547,Q11305547,,2026-08-15T07:57:14Z,Wikidata P571,
E01014,4366,ダイトーケミックス株式会社,date_of_establishment,1949-12-02,date,wikidata,https://www.wikidata.org/wiki/Q17224860,Q17224860,,2026-08-15T07:57:14Z,Wikidata P571,
E01015,4985,アース製薬株式会社,date_of_establishment,1925-08-26,date,wikidata,https://www.wikidata.org/wiki/Q11285616,Q11285616,,2026-08-15T07:57:14Z,Wikidata P571,
E01018,4540,株式会社ツムラ,date_of_establishment,1936-04-25,date,wikidata,https://www.wikidata.org/wiki/Q11318805,Q11318805,,2026-08-15T07:57:14Z,Wikidata P571,
E01019,4951,エステー株式会社,date_of_establishment,1946-08,month,wikidata,https://www.wikidata.org/wiki/Q11290062,Q11290062,,2026-08-15T07:57:14Z,Wikidata P571,
E01020,4410,ハリマ化成グループ株式会社,date_of_establishment,1947-11-18,date,wikidata,https://www.wikidata.org/wiki/Q11326826,Q11326826,,2026-08-15T07:57:14Z,Wikidata P571,
E01024,4231,タイガースポリマー株式会社,date_of_establishment,1943-05-26,date,wikidata,https://www.wikidata.org/wiki/Q11315658,Q11315658,,2026-08-15T07:57:14Z,Wikidata P571,
E01028,4107,伊勢化学工業株式会社,date_of_establishment,1948-03-06,date,wikidata,https://www.wikidata.org/wiki/Q11378947,Q11378947,,2026-08-15T07:57:14Z,Wikidata P571,
E01031,7928,旭化学工業株式会社,date_of_establishment,1966-09-01,date,wikidata,https://www.wikidata.org/wiki/Q11511644,Q11511644,,2026-08-15T07:57:14Z,Wikidata P571,
E01032,7927,ムトー精工株式会社,date_of_establishment,1970-06-24,date,wikidata,https://www.wikidata.org/wiki/Q11343139,Q11343139,,2026-08-15T07:57:14Z,Wikidata P571,
E01034,4958,長谷川香料株式会社,date_of_establishment,1903,year,wikidata,https://www.wikidata.org/wiki/Q7668303,Q7668303,,2026-08-15T07:57:14Z,Wikidata P571,
E01035,4918,株式会社アイビー化粧品,date_of_establishment,1975-12-16,date,wikidata,https://www.wikidata.org/wiki/Q17190772,Q17190772,,2026-08-15T07:57:14Z,Wikidata P571,
E01039,4919,株式会社ミルボン,date_of_establishment,1960-07-02,date,wikidata,https://www.wikidata.org/wiki/Q11342954,Q11342954,,2026-08-15T07:57:14Z,Wikidata P571,
E01040,4920,株式会社日本色材工業研究所,date_of_establishment,1957-03-01,date,wikidata,https://www.wikidata.org/wiki/Q138463165,Q138463165,,2026-08-15T07:57:14Z,Wikidata P571,
E01045,4966,上村工業株式会社,date_of_establishment,2027-03,month,web_search,https://www.uyemura.co.jp/,,上村工業株式会社 site,2026-08-15T08:06:02Z,web page / search snippet 設立,
E01047,4967,小林製薬株式会社,date_of_establishment,1919-08-22,date,wikidata,https://www.wikidata.org/wiki/Q10959162,Q10959162,,2026-08-15T07:57:14Z,Wikidata P571,
E01048,4968,荒川化学工業株式会社,date_of_establishment,1936-05-31,date,wikidata,https://www.wikidata.org/wiki/Q11618534,Q11618534,,2026-08-15T07:57:14Z,Wikidata P571,
E01049,4922,株式会社コーセーホールディングス,date_of_establishment,1948-06-11,date,wikidata,https://www.wikidata.org/wiki/Q18857532,Q18857532,,2026-08-15T07:57:14Z,Wikidata P571,
E01051,4970,東洋合成工業株式会社,date_of_establishment,1954-09-27,date,wikidata,https://www.wikidata.org/wiki/Q11527623,Q11527623,,2026-08-15T07:57:14Z,Wikidata P571,
E01052,4234,株式会社サンエー化研,date_of_establishment,1942-09-02,date,wikidata,https://www.wikidata.org/wiki/Q11305473,Q11305473,,2026-08-15T07:57:14Z,Wikidata P571,
E01053,7856,萩原工業株式会社,date_of_establishment,1962-11-29,date,wikidata,https://www.wikidata.org/wiki/Q11620333,Q11620333,,2026-08-15T07:57:14Z,Wikidata P571,
E01054,4971,メック株式会社,date_of_establishment,1969-05-01,date,wikidata,https://www.wikidata.org/wiki/Q11343740,Q11343740,,2026-08-15T07:57:14Z,Wikidata P571,
E01056,4368,扶桑化学工業株式会社,date_of_establishment,1957-06-24,date,wikidata,https://www.wikidata.org/wiki/Q11497291,Q11497291,,2026-08-15T07:57:14Z,Wikidata P571,
E01057,4464,株式会社ソフト９９コーポレーション,date_of_establishment,1954-10-28,date,wikidata,https://www.wikidata.org/wiki/Q11315256,Q11315256,,2026-08-15T07:57:14Z,Wikidata P571,
E01058,4994,大成ラミックグループ株式会社,date_of_establishment,1966-03-22,date,wikidata,https://www.wikidata.org/wiki/Q11435486,Q11435486,,2026-08-15T07:57:14Z,Wikidata P571,
E01059,4923,コタ株式会社,date_of_establishment,1979-09-27,date,wikidata,https://www.wikidata.org/wiki/Q11302182,Q11302182,,2026-08-15T07:57:14Z,Wikidata P571,
E01060,4973,日本高純度化学株式会社,date_of_establishment,1971,year,wikipedia,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E9%AB%98%E7%B4%94%E5%BA%A6%E5%8C%96%E5%AD%A6,,日本高純度化学,2026-08-15T07:57:17Z,Wikipedia infobox 設立,
E01063,4925,株式会社ハーバー研究所,date_of_establishment,1983-05,month,wikidata,https://www.wikidata.org/wiki/Q11327326,Q11327326,,2026-08-15T07:57:14Z,Wikidata P571,
E01064,2927,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,date_of_establishment,1980-12-08,date,wikidata,https://www.wikidata.org/wiki/Q11188952,Q11188952,,2026-08-15T07:57:14Z,Wikidata P571,
E01065,4975,株式会社ＪＣＵ,date_of_establishment,1968-04-01,date,wikidata,https://www.wikidata.org/wiki/Q43305382,Q43305382,,2026-08-15T07:57:14Z,Wikidata P571,
E01068,4976,東洋ドライルーブ株式会社,date_of_establishment,1962-07-31,date,wikidata,https://www.wikidata.org/wiki/Q95991949,Q95991949,,2026-08-15T07:57:14Z,Wikidata P571,
E01074,8131,株式会社ミツウロコグループホールディングス,date_of_establishment,1926-05-10,date,wikidata,https://www.wikidata.org/wiki/Q17213086,Q17213086,,2026-08-15T07:57:14Z,Wikidata P571,
E01075,8132,シナネンホールディングス株式会社,date_of_establishment,1934-04-25,date,wikidata,https://www.wikidata.org/wiki/Q11307354,Q11307354,,2026-08-15T07:57:14Z,Wikidata P571,
E01077,5011,ニチレキグループ株式会社,date_of_establishment,1949-09-12,date,wikidata,https://www.wikidata.org/wiki/Q11324413,Q11324413,,2026-08-15T07:57:14Z,Wikidata P571,
E01080,5013,株式会社ユシロ,date_of_establishment,1944-07-24,date,wikidata,https://www.wikidata.org/wiki/Q17225773,Q17225773,,2026-08-15T07:57:14Z,Wikidata P571,
E01081,5016,ＪＸ金属株式会社,date_of_establishment,2002-09-27,date,wikidata,https://www.wikidata.org/wiki/Q17210819,Q17210819,,2026-08-15T07:57:14Z,Wikidata P571,
E01083,5018,株式会社ＭＯＲＥＳＣＯ,date_of_establishment,1958-10-27,date,wikidata,https://www.wikidata.org/wiki/Q11231960,Q11231960,,2026-08-15T07:57:14Z,Wikidata P571,
E01084,5019,出光興産株式会社,date_of_establishment,1911,year,wikidata,https://www.wikidata.org/wiki/Q2216770,Q2216770,,2026-08-15T07:57:14Z,Wikidata P571,
E01085,5101,横浜ゴム株式会社,date_of_establishment,1917,year,wikidata,https://www.wikidata.org/wiki/Q1471756,Q1471756,,2026-08-15T07:57:14Z,Wikidata P571,
E01086,5108,株式会社ブリヂストン,date_of_establishment,1931,year,wikidata,https://www.wikidata.org/wiki/Q179433,Q179433,,2026-08-15T07:57:14Z,Wikidata P571,
E01088,5103,昭和ホールディングス株式会社,date_of_establishment,1937-06-01,date,wikidata,https://www.wikidata.org/wiki/Q11514014,Q11514014,,2026-08-15T07:57:14Z,Wikidata P571,
E01090,5105,ＴＯＹＯ　ＴＩＲＥ株式会社,date_of_establishment,1945,year,wikidata,https://www.wikidata.org/wiki/Q568406,Q568406,,2026-08-15T07:57:14Z,Wikidata P571,
E01092,5195,バンドー化学株式会社,date_of_establishment,1937-01-07,date,wikidata,https://www.wikidata.org/wiki/Q11328437,Q11328437,,2026-08-15T07:57:14Z,Wikidata P571,
E01094,5121,藤倉コンポジット株式会社,date_of_establishment,1920-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11622934,Q11622934,,2026-08-15T07:57:14Z,Wikidata P571,
E01095,5194,相模ゴム工業株式会社,date_of_establishment,1934,year,wikidata,https://www.wikidata.org/wiki/Q11582081,Q11582081,,2026-08-15T07:57:14Z,Wikidata P571,
E01096,5142,アキレス株式会社,date_of_establishment,1947-05-30,date,wikidata,https://www.wikidata.org/wiki/Q11282798,Q11282798,,2026-08-15T07:57:14Z,Wikidata P571,
E01098,5192,三ツ星ベルト株式会社,date_of_establishment,1932-10-10,date,wikidata,https://www.wikidata.org/wiki/Q11354018,Q11354018,,2026-08-15T07:57:14Z,Wikidata P571,
E01100,5122,オカモト株式会社,date_of_establishment,1934,year,wikidata,https://www.wikidata.org/wiki/Q4045699,Q4045699,,2026-08-15T07:57:14Z,Wikidata P571,
E01103,4224,ロンシール工業株式会社,date_of_establishment,1943-12,month,wikidata,https://www.wikidata.org/wiki/Q11350821,Q11350821,,2026-08-15T07:57:14Z,Wikidata P571,
E01107,5189,櫻護謨株式会社,date_of_establishment,1918,year,wikidata,https://www.wikidata.org/wiki/Q140908389,Q140908389,,2026-08-15T08:40:42Z,Wikidata P571,
E01108,7282,豊田合成株式会社,date_of_establishment,1949-06-15,date,wikidata,https://www.wikidata.org/wiki/Q11634006,Q11634006,,2026-08-15T07:57:14Z,Wikidata P571,
E01109,5199,不二ラテックス株式会社,date_of_establishment,1949-03-02,date,wikidata,https://www.wikidata.org/wiki/Q11361538,Q11361538,,2026-08-15T07:57:14Z,Wikidata P571,
E01110,5110,住友ゴム工業株式会社,date_of_establishment,1909,year,wikidata,https://www.wikidata.org/wiki/Q1648148,Q1648148,,2026-08-15T07:57:14Z,Wikidata P571,
E01111,5186,ニッタ株式会社,date_of_establishment,1945-02-10,date,wikidata,https://www.wikidata.org/wiki/Q11324481,Q11324481,,2026-08-15T07:57:14Z,Wikidata P571,
E01112,5161,西川ゴム工業株式会社,date_of_establishment,1949-04-26,date,wikidata,https://www.wikidata.org/wiki/Q11628046,Q11628046,,2026-08-15T07:57:14Z,Wikidata P571,
E01113,5185,株式会社フコク,date_of_establishment,1953-12-24,date,wikidata,https://www.wikidata.org/wiki/Q11333069,Q11333069,,2026-08-15T07:57:14Z,Wikidata P571,
E01114,5184,株式会社ニチリン,date_of_establishment,1924-03-08,date,wikidata,https://www.wikidata.org/wiki/Q17211971,Q17211971,,2026-08-15T07:57:14Z,Wikidata P571,
E01115,5162,株式会社朝日ラバー,date_of_establishment,1976-06,month,wikidata,https://www.wikidata.org/wiki/Q11517447,Q11517447,,2026-08-15T07:57:14Z,Wikidata P571,
E01118,7938,株式会社リーガルコーポレーション,date_of_establishment,1902-01-21,date,wikidata,https://www.wikidata.org/wiki/Q11348720,Q11348720,,2026-08-15T07:57:14Z,Wikidata P571,
E01120,7932,株式会社ニッピ,date_of_establishment,1907-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11324499,Q11324499,,2026-08-15T07:57:14Z,Wikidata P571,
E01121,5202,日本板硝子株式会社,date_of_establishment,1918,year,wikidata,https://www.wikidata.org/wiki/Q326700,Q326700,,2026-08-15T07:57:14Z,Wikidata P571,
E01122,5201,ＡＧＣ株式会社,date_of_establishment,1907-09-08,date,wikidata,https://www.wikidata.org/wiki/Q720484,Q720484,,2026-08-15T07:57:14Z,Wikidata P571,
E01123,5204,石塚硝子株式会社,date_of_establishment,1941-04-16,date,wikidata,https://www.wikidata.org/wiki/Q11585482,Q11585482,,2026-08-15T07:57:14Z,Wikidata P571,
E01124,7741,ＨＯＹＡ株式会社,date_of_establishment,1941,year,wikidata,https://www.wikidata.org/wiki/Q368777,Q368777,,2026-08-15T07:57:14Z,Wikidata P571,
E01126,5210,日本山村硝子株式会社,date_of_establishment,1955-01-17,date,wikidata,https://www.wikidata.org/wiki/Q11507987,Q11507987,,2026-08-15T07:57:14Z,Wikidata P571,
E01127,5232,住友大阪セメント株式会社,date_of_establishment,1907,year,wikidata,https://www.wikidata.org/wiki/Q4050346,Q4050346,,2026-08-15T07:57:14Z,Wikidata P571,
E01130,5233,太平洋セメント株式会社,date_of_establishment,1881-05,month,wikidata,https://www.wikidata.org/wiki/Q1385852,Q1385852,,2026-08-15T07:57:14Z,Wikidata P571,
E01131,5355,日本坩堝株式会社,date_of_establishment,1906,year,wikidata,https://www.wikidata.org/wiki/Q140907924,Q140907924,,2026-08-15T08:40:42Z,Wikidata P571,
E01135,5343,ニッコー株式会社,date_of_establishment,1908,year,wikidata,https://www.wikidata.org/wiki/Q11324453,Q11324453,,2026-08-15T07:57:14Z,Wikidata P571,
E01136,5334,日本特殊陶業株式会社,date_of_establishment,1936,year,wikidata,https://www.wikidata.org/wiki/Q585666,Q585666,,2026-08-15T07:57:14Z,Wikidata P571,
E01137,5333,ＮＧＫ株式会社,date_of_establishment,1919-05-05,date,wikidata,https://www.wikidata.org/wiki/Q1254304,Q1254304,,2026-08-15T07:57:14Z,Wikidata P571,
E01138,5332,ＴＯＴＯ株式会社,date_of_establishment,1917,year,wikidata,https://www.wikidata.org/wiki/Q1751566,Q1751566,,2026-08-15T07:57:14Z,Wikidata P571,
E01139,5331,ノリタケ株式会社,date_of_establishment,1904,year,wikidata,https://www.wikidata.org/wiki/Q1669309,Q1669309,,2026-08-15T07:57:14Z,Wikidata P571,
E01140,5302,日本カーボン株式会社,date_of_establishment,1915-12-20,date,wikidata,https://www.wikidata.org/wiki/Q11506358,Q11506358,,2026-08-15T07:57:14Z,Wikidata P571,
E01141,5337,ダントーホールディングス株式会社,date_of_establishment,1885-08-15,date,wikidata,https://www.wikidata.org/wiki/Q11317540,Q11317540,,2026-08-15T07:57:14Z,Wikidata P571,
E01142,5269,日本コンクリート工業株式会社,date_of_establishment,1948-08-05,date,wikidata,https://www.wikidata.org/wiki/Q11506449,Q11506449,,2026-08-15T07:57:14Z,Wikidata P571,
E01146,5351,品川リフラ株式会社,date_of_establishment,1903-06-25,date,wikidata,https://www.wikidata.org/wiki/Q11418366,Q11418366,,2026-08-15T07:57:14Z,Wikidata P571,
E01147,5357,株式会社　ヨータイ,date_of_establishment,1936-08-01,date,wikidata,https://www.wikidata.org/wiki/Q11346216,Q11346216,,2026-08-15T07:57:14Z,Wikidata P571,
E01149,5363,東京窯業株式会社,date_of_establishment,1947-02-05,date,wikidata,https://www.wikidata.org/wiki/Q11525073,Q11525073,,2026-08-15T07:57:14Z,Wikidata P571,
E01151,5393,ニチアス株式会社,date_of_establishment,1896-04-09,date,wikidata,https://www.wikidata.org/wiki/Q11324384,Q11324384,,2026-08-15T07:57:14Z,Wikidata P571,
E01152,5208,株式会社有沢製作所,date_of_establishment,1949-07-01,date,wikidata,https://www.wikidata.org/wiki/Q11516561,Q11516561,,2026-08-15T07:57:14Z,Wikidata P571,
E01156,5261,リソルホールディングス株式会社,date_of_establishment,1931-02-27,date,wikidata,https://www.wikidata.org/wiki/Q11348062,Q11348062,,2026-08-15T07:57:14Z,Wikidata P571,
E01157,5262,日本ヒューム株式会社,date_of_establishment,1925-10-20,date,wikidata,https://www.wikidata.org/wiki/Q11506784,Q11506784,,2026-08-15T07:57:14Z,Wikidata P571,
E01161,1871,ピーエス・コンストラクション株式会社,date_of_establishment,1952-03-01,date,wikidata,https://www.wikidata.org/wiki/Q11331705,Q11331705,,2026-08-15T07:57:14Z,Wikidata P571,
